line,question,question_type,keywords
5,Do you know about pca?,pca,['pca']
6,principal component analysis intuition?,pca,"['principal component', 'principal component analysis', 'intuition']"
7,How principal component analysis works ?,pca,"['principal component', 'principal component analysis']"
8,About principal component analysis?,pca,"['principal component', 'principal component analysis']"
9,Let me know about principal component analysis?,pca,"['principal component', 'principal component analysis']"
10,What does principal component analysis mean?,pca,"['principal component', 'principal component analysis', 'mean']"
11,Explain principal component analysis?,pca,"['principal component', 'principal component analysis']"
12,Define principal component analysis?,pca,"['principal component', 'principal component analysis']"
13,Can you explain about pca?,pca,['pca']
14,Can you say something about principal component analysis?,pca,"['principal component', 'principal component analysis']"
15,pca intuition?,pca,"['intuition', 'pca']"
16,Can you give a short summary about pca?,pca,"['pca', 'summary']"
17,What is dimensionality?,pca,[]
18,Tell me about dimensionality?,pca,[]
19,What do you know about dimensionality?,pca,[]
20,Do you know about dimensionality?,pca,[]
21,What is the process of dimensionality?,pca,[]
22,How dimensionality works ?,pca,[]
23,About dimensionality?,pca,[]
24,Let me know about dimensionality?,pca,[]
25,What does dimensionality mean?,pca,['mean']
26,Explain dimensionality?,pca,[]
27,Define dimensionality?,pca,[]
28,Can you explain about dimensionality?,pca,[]
29,say something about dimensionality?,pca,[]
30,Can you explain briefly about dimensionality?,pca,[]
31,Can you give a short summary about dimensionality?,pca,['summary']
32,What is PCA dimensionality reduction?,pca,"['dimensionality reduction', 'pca']"
33,Tell me about PCA dimensionality reduction?,pca,"['dimensionality reduction', 'pca']"
34,What do you know about PCA dimensionality reduction?,pca,"['dimensionality reduction', 'pca']"
35,Do you know about PCA dimensionality reduction?,pca,"['dimensionality reduction', 'pca']"
36,What is the process of PCA dimensionality reduction?,pca,"['dimensionality reduction', 'pca']"
37,How PCA dimensionality reduction works ?,pca,"['dimensionality reduction', 'pca']"
38,About PCA dimensionality reduction?,pca,"['dimensionality reduction', 'pca']"
39,Let me know about PCA dimensionality reduction?,pca,"['dimensionality reduction', 'pca']"
40,say about PCA dimensionality reduction?,pca,"['dimensionality reduction', 'pca']"
41,What does PCA dimensionality reduction mean?,pca,"['dimensionality reduction', 'pca', 'mean']"
42,Explain PCA dimensionality reduction?,pca,"['dimensionality reduction', 'pca']"
43,Define PCA dimensionality reduction?,pca,"['dimensionality reduction', 'pca']"
44,Can you explain about PCA dimensionality reduction?,pca,"['dimensionality reduction', 'pca']"
45,Can you say something about PCA dimensionality reduction?,pca,"['dimensionality reduction', 'pca']"
46,Can you explain briefly about PCA dimensionality reduction?,pca,"['dimensionality reduction', 'pca']"
47,what is dimension reduction?,pca,"['dimension', 'dimension reduction']"
48,what is dimensionality reduction?,pca,['dimensionality reduction']
49,explain about dimension reduction?,pca,"['dimension', 'dimension reduction']"
50,tell about dimension reduction?,pca,"['dimension', 'dimension reduction']"
51,describe briefly about dimensionality reduction?,pca,['dimensionality reduction']
52,define dimension reduction?,pca,"['dimension', 'dimension reduction']"
53,define dimensionality reduction?,pca,['dimensionality reduction']
54,can you explain about dimensionality reduction?,pca,['dimensionality reduction']
55,tell about dimensionality reduction?,pca,['dimensionality reduction']
56,applications of dimension reduction?,pca,"['dimension', 'dimension reduction']"
57,what are the applications of dimension reduction?,pca,"['dimension', 'dimension reduction']"
58,tell about the applications of dimension reduction?,pca,"['dimension', 'dimension reduction']"
59,explain the applications of dimension reduction?,pca,"['dimension', 'dimension reduction']"
60,describe the applications of dimension reduction?,pca,"['dimension', 'dimension reduction']"
61,describe about deep face algorithm?,pca,['algorithm']
62,explain about deep face algorithm?,pca,['algorithm']
63,what is deep face algorithm?,pca,['algorithm']
64,tell about deep face algorithm?,pca,['algorithm']
65,briefly describe about deep face algorithm?,pca,['algorithm']
66,define deep face algorithm?,pca,['algorithm']
67,What are principal components?,pca,[]
68,Tell me about principal components?,pca,[]
69,What do you know about principal components?,pca,[]
70,Do you know about principal components?,pca,[]
71,What is the process of principal components?,pca,[]
72,How principal components works ?,pca,[]
73,About principal components?,pca,[]
74,Let me know about principal components?,pca,[]
75,say about principal components?,pca,[]
76,What does principal components mean?,pca,['mean']
77,Explain principal components?,pca,[]
78,Define principal components?,pca,[]
79,Can you explain about principal components?,pca,[]
80,Can you say something about principal components?,pca,[]
81,Can you explain briefly about principal components?,pca,[]
82,Can you give a short summary about principal components?,pca,['summary']
83,what are the main techniques used for dimensionality reduction,pca,['dimensionality reduction']
84,techniques used for dimensionality reduction,pca,['dimensionality reduction']
85,tell about the main techniques used for dimensionality reduction,pca,['dimensionality reduction']
